,Unnamed: 0,Lang_ID,GB020,GB021,GB022,GB023,GB026,GB027,GB028,GB030,GB031,GB035,GB036,GB037,GB038,GB039,GB041,GB042,GB043,GB044,GB046,GB047,GB048,GB049,GB051,GB052,GB053,GB054,GB057,GB058,GB059,GB068,GB069,GB070,GB071,GB072,GB073,GB074,GB075,GB079,GB080,GB081,GB082,GB083,GB084,GB086,GB089,GB090,GB091,GB092,GB093,GB094,GB095,GB096,GB098,GB099,GB103,GB104,GB105,GB107,GB108,GB109,GB110,GB111,GB113,GB114,GB115,GB116,GB117,GB118,GB119,GB120,GB121,GB122,GB123,GB124,GB126,GB127,GB129,GB131,GB132,GB133,GB134,GB135,GB136,GB137,GB138,GB139,GB140,GB146,GB147,GB148,GB149,GB150,GB151,GB152,GB155,GB156,GB158,GB159,GB160,GB165,GB166,GB167,GB170,GB171,GB172,GB177,GB184,GB185,GB186,GB187,GB188,GB192,GB196,GB197,GB198,GB204,GB250,GB252,GB253,GB254,GB256,GB257,GB260,GB262,GB263,GB264,GB265,GB266,GB270,GB273,GB275,GB276,GB285,GB286,GB291,GB296,GB297,GB298,GB299,GB300,GB301,GB302,GB303,GB304,GB305,GB306,GB309,GB312,GB313,GB314,GB315,GB316,GB317,GB318,GB319,GB320,GB321,GB322,GB323,GB324,GB325,GB326,GB327,GB328,GB329,GB330,GB331,GB333,GB334,GB335,GB336,GB400,GB401,GB402,GB403,GB408,GB409,GB410,GB415,GB421,GB422,GB430,GB431,GB432,GB433,GB519,GB520,GB521,GB522,GB065_1,GB065_2,GB193_1,GB193_2,GB203_1,GB203_2,GB024_1,GB024_2,GB130_1,GB130_2,GB025_1,GB025_2
1370,1370,misk1235,1,?,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,?,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,?,0,?,0,0,0,0,1,1,1,1,1,0,1,?,0,0,0,0,1,1,1,0,?,1,0,1,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,1,?,?,?,?,?,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,?,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,?,0,0,1,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,1,0,0,1,0,1,0,1,1,0,1,0
1372,1372,mixt1426,0,0,0,0,?,1,1,0,0,?,?,?,?,0,0,0,0,0,0,1,1,1,1,1,1,1,?,0,1,0,0,0,0,0,0,1,?,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,?,0,1,0,?,?,1,1,?,?,1,0,0,1,1,1,0,0,1,?,0,0,1,0,?,0,0,1,0,0,0,1,0,0,?,0,?,0,0,0,?,0,1,1,0,0,0,0,?,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,?,0,0,0,0,?,0,0,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,0,1,?,0,?,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,?,?,1,0,0,1,0,1
1377,1377,moba1244,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,?,1,0,1,?,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,?,0,?,0,0,0,0,0,1,1,0,1,0,0,0,0,?,1,1,1,1,1,1,1,0,0,0,0,0,0,?,?,0,0,1,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,1,0,?,?,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1380,1380,moco1246,0,0,0,0,0,?,0,0,0,1,0,1,0,0,0,0,0,1,0,?,?,?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,?,1,1,0,0,0,0,1,?,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,?,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,1,1,0,0,1,1,0,1,?,0,0,0,0,?,0,0,0,0,0,?,?,?,?,?,0,0,0,0,0,1,?,?,?,0,?,0,0,0,0,0,0,0,0,?,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,?,1,1,1,1,?,?,1,0,1,0,1,0
1400,1400,mopa1243,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,?,0,?,1,1,0,0,0,0,1,1,1,1,0,0,0,?,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,?,1,1,0,1,?,?,1,?,0,1,0,0,1,0,1,0,1,1,1,?,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,?,?,?,?,?,?,0,0,0,?,0,0,1,?,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,0,0,?,?,?,0,0,0,?,1,0,0,1,0,?,?,0,1,0,1,1,0,1,1,0,1,1,0,?,?,1,0,0,1,1,1
1413,1413,motu1246,0,0,0,0,0,1,1,0,0,?,?,?,0,0,?,0,0,0,?,?,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,?,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,?,0,?,0,0,0,0,1,1,0,0,0,1,?,?,0,0,1,0,?,0,0,1,0,1,1,1,0,0,?,0,0,0,0,0,1,0,1,0,0,0,0,0,?,1,?,?,?,1,1,0,0,1,0,?,?,?,?,?,?,0,0,0,?,0,0,1,?,?,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,?,?,?,?,0,?,?,?,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,?,?,0,1,1,0,1,0
1415,1415,moun1252,0,0,0,0,0,1,1,0,0,1,0,0,0,0,?,0,0,?,?,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,?,0,0,?,1,0,?,?,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,?,?,0,0,0,1,1,1,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,?,?,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,1,?,0,?,0,0,?,?,?,0,0,?,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
1418,1418,moyo1238,0,0,0,0,0,?,1,0,0,0,0,1,1,0,0,0,0,1,0,1,?,1,0,0,1,0,0,0,0,1,0,1,1,1,0,?,?,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,?,1,0,0,0,0,1,0,1,0,1,?,0,0,0,0,0,0,0,?,0,0,0,1,0,?,0,1,0,1,?,?,?,?,0,?,0,0,1,0,1,1,1,0,0,0,0,0,0,0,?,0,0,1,1,0,0,0,0,1,?,?,?,?,?,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,?,?,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,1,0,0,0,0,?,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0
1428,1428,munc1235,0,0,0,0,0,?,1,0,1,1,0,?,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,?,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,?,0,0,0,1,1,1,1,0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,?,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,?,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0
1430,1430,mund1325,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,?,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,?,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,?,?,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1
1433,1433,mund1330,?,0,?,?,0,1,1,0,0,1,1,1,1,0,?,0,0,1,?,1,?,?,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,?,?,0,1,1,1,1,1,1,0,1,1,?,1,0,?,0,1,?,0,0,0,1,1,?,1,1,0,?,0,?,1,0,0,0,?,0,1,0,1,1,1,0,0,0,1,1,?,0,?,1,?,1,1,0,0,0,1,?,?,1,?,1,?,1,0,0,1,1,1,0,1,0,?,?,0,0,0,1,0,0,1,?,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,?,1,0,1,0,?,?,?,?,?,1,0,0,0,1,0,?,?,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1435,1435,murl1244,0,0,0,0,0,?,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,?,?,0,1,?,0,1,0,0,0,?,0,0,1,1,1,0,1,0,0,?,?,?,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,?,1,0,0,0,0,1,0,0,0,0,1,?,?,?,?,?,0,0,0,?,0,0,1,0,?,0,0,0,?,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,?,0,1,0,0,0,0,1,0,1,0,0,?,?,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1438,1438,muru1274,0,0,0,0,0,0,0,1,1,0,0,1,0,0,?,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,?,?,0,1,0,0,1,0,0,0,0,0,?,?,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,?,?,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,?,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,?,?,1,0,?,0,1,0,0,0,0,?,?,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
1445,1445,mwag1236,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,?,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,?,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,?,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
1446,1446,mwan1247,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,?,?,?,0,0,1,1,0,0,0,?,?,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,?,0,0,0,1,0,?,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,?,?,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,?,?,?,1,0,0,0,0,?,?,?,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,?,?,0,1,1,0,1,1
1452,1452,naka1262,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,?,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,?,?,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,1,0,0,0,0,0,1,1,0,0,?,0,0,0,?,0,1,0,0,1,0,?,1,?,0,0,0,?,0,0,0,?,?,0,0,?,?,?,0,?,1,1,0,0,0,1,1,?,0,0,0,0,?,1,1,0,1,?,?,?,0,0,0,1,0,0,0,?,0,1,0,1,1,1,1,1,1,0,0,1
1463,1463,nand1266,0,0,0,0,?,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,?,1,1,0,1,1,0,1,1,0,?,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,?,0,0,0,no_cov,no_cov,no_cov,?,?,0,0,?,0,1,0,0,1,1,0,0,1,?,?,?,0,1,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,1,1,0,?,?,0,0,0,0,?,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,1,?,1,1,1,0,0,0,0,0,0,0,0,0,0,0,?,1,1,0,0,0,0,1,0,0,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,0,1,0,1,?,?,0,1,0,1,0,1
1476,1476,nava1243,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,?,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,?,0,0,0,0,?,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,?,0,1,0,1,0,0,0,1,0,0,?,1,0,0,1,0,1,1,0,?,0,0,1,0,?,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,?,1,?,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0
1480,1480,ndam1239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,?,?,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,?,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,?,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,?,?,?,1,0,1,0,0,0,0,?,?,?,?,?,?,0,0,0,?,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,?,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1484,1484,ndog1248,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,1,1,?,?,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,?,0,1,0,1,?,1,1,0,0,?,0,0,0,0,0,0,0,?,?,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,?,1,0,?,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,?,0,1,0,0,0,0,1,1,0,0,0,?,0,0,0,0,1,0,?,?,0,0,0,1,1,1,1,0,0,1,1,1,?,?,0,1,1,0,0,1
1499,1499,ngab1239,0,0,0,0,1,1,1,0,0,1,0,1,0,0,?,0,0,0,?,?,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,1,1,0,0,0,1,0,1,1,0,1,?,?,1,0,0,0,0,1,?,1,1,0,1,1,0,1,1,0,0,?,0,?,0,1,0,1,1,0,0,?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,?,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,?,1,1,0,0,1,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,1,1,0,1,0,1,0,1,1,0,0,1
1502,1502,ngam1268,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,1,0,?,?,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,?,?,?,0,1,1,no_cov,no_cov,no_cov,?,?,0,0,1,0,0,1,0,1,1,1,1,0,0,1,?,0,0,0,0,0,0,0,0,?,?,?,0,0,1,0,0,0,0,0,0,0,?,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,0,1,0,1,0,1,0,1,1,0,0,1
1513,1513,ngit1239,0,0,0,0,0,?,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,?,0,1,0,1,0,1,0,0,0,0,0,0,?,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,?,1,1,0,0,0,0,0,0,0,0,0,0,1,?,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,?,0,0,0,0,1,0,0,1,0,1,?,?,?,?,?,?,0,0,0,?,0,0,1,0,?,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,?,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0
1522,1522,nila1242,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,?,1,?,0,0,0,?,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,?,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,?,0,0,0,0,0,1,0,?,?,?,0,0,1,?,1,1,0,1,?,0,0,1,0,?,?,1,0,0,0,1,1,0,0,1,1,0,0,0,?,0,0,1,1,?,?,?,?,?,1,0,?,?,?,1,0,?,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,?,1,1,0,0,0,?,1,0,0,0,1,0,0,1,0,0,0,0,?,?,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1
1528,1528,niva1238,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,?,?,0,0,0,0,1,?,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,?,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,?,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,?,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,?,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
1532,1532,noct1238,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1
1538,1538,noon1243,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,?,?,?,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,?,0,?,?,0,0,1,0,1,1,1,1,1,1,?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,?,0,0,0,1,?,?,?,?,?,?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,?,0,0,1,?,0,0,0,0,1,0,1,0,1,?,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,1,0,?,0,?,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
1539,1539,nopa1235,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,?,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,?,1,0,0,1,0,0,0,1,1,1,?,?,0,1,?,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,?,0,0,?,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,?,?,?,?,?,?,0,1,0,0,0,0,1,0,0,?,0,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,?,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
1540,1540,nort2671,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,?,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,no_cov,no_cov,no_cov,0,0,0,0,0,0,0,1,0,1,?,0,no_cov,no_cov,1,1,?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,no_cov,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,?,0,1,0,0,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,1,1,1,0,1,0,1,0,1,0,1,0
1562,1562,nort2877,1,0,1,0,0,?,1,0,0,?,?,?,0,0,?,0,0,1,0,0,0,0,0,0,0,0,0,0,?,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,?,1,1,1,0,0,?,?,0,1,0,1,0,0,0,0,0,1,0,0,0,1,?,0,1,0,0,1,1,?,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,?,0,0,0,?,0,1,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,0,0,?,1,1,?,?,0,0,?,?,0,1,?,1,0,0,1,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,0,1,?,?,?,?,?,?,?,?,0,?,?,?,1,0,1,0,?,?,0,0,0,0,1,0,1,?,0,1,1,0,1,0,1,0,0,1,?,?
1569,1569,nort2954,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,?,0,1,?,0,0,1,1,1,1,0,1,0,1,?,1,1,?,1,0,?,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,?,0,0,1,?,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,?,?,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,?,?,1,0,1,0,1,0
